"MIC","OPERATING MIC","OPRT/SGMT","MARKET NAME-INSTITUTION DESCRIPTION","LEGAL ENTITY NAME","LEI","MARKET CATEGORY CODE","ACRONYM","ISO COUNTRY CODE (ISO 3166)","CITY","WEBSITE","STATUS","CREATION DATE","LAST UPDATE DATE","LAST VALIDATION DATE","EXPIRY DATE","COMMENTS"
"CXAW","CHIA","SGMT","CBOE AUSTRALIA - WARRANTS","CBOE GLOBAL MARKETS, INC.","529900RLNSGA90UPEH54","NSPD","CXA","AU","SYDNEY","WWW.CHI-X.COM.AU","ACTIVE","20151123","20220228","","","CBOE AUSTRALIA WARRANTS."
"CHIA","CHIA","OPRT","CBOE AUSTRALIA","CBOE GLOBAL MARKETS, INC.","529900RLNSGA90UPEH54","NSPD","","AU","SYDNEY","WWW.CHI-X.COM/APAC/","ACTIVE","20100426","20220228","","",""
"XCX2","CHIC","SGMT","CX2","","","NSPD","","CA","TORONTO","WWW.CHI-X.COM/CA","ACTIVE","20121224","20220228","","","REGISTERED MARKET FOR EQUITIES"
"CHIC","CHIC","OPRT","CHI-X CANADA ATS","","","ATSS","","CA","TORONTO","WWW.CHI-XCANADA.COM","ACTIVE","20080225","20220228","","","MARKET MODEL FOCUSED ON EQUAL OPPORTUNITY TRADING AND MARKET-LEVEL INNOVATION TO DRIVE GROWTH IN THE CANADIAN EQUITY MARKET"
"CHIE","CHIE","OPRT","CHI-EAST","","","NSPD","","SG","SINGAPORE","WWW.CHI-EAST.COM","EXPIRED","20091228","20120625","","20120625","EXCHANGE-BACKED NON DISPLAY VENUE IN ASIA, FOR SECURITIES LISTED IN AUSTRALIA, HONG KONG, JAPAN AND SINGAPORE."
"CHIJ","CHIJ","OPRT","CBOE JAPAN - ALPHA","CBOE JAPAN LIMITED","","RMOS","","JP","TOKYO","WWW.CBOE.CO.JP","ACTIVE","20100222","20221128","20221128","","MARKET FOR JAPANESE EQUITIES AND ETF, ELECTRONIC TRADING PLATFORM."
"KAIX","CHIJ","SGMT","CBOE JAPAN - KAI-X","CBOE JAPAN LIMITED","","RMOS","","JP","TOKYO","WWW.CBOE.CO.JP","ACTIVE","20160425","20221128","20221128","","PURELY BROKER NEUTRAL CROSSING POOL FOR JAPANESE EQUITIES."
"CHIS","CHIJ","SGMT","CBOE JAPAN  - SELECT","CBOE JAPAN LIMITED","","RMOS",,"JP","TOKYO","WWW.CBOE.CO.JP","ACTIVE","20150427","20221128","20221128","","REGISTERED MARKET FOR EQUITIES"
"CHIV","CHIJ","SGMT","CBOE JAPAN - MATCH","CBOE JAPAN LIMITED","","RMOS","","JP","TOKYO","WWW.CBOE.CO.JP","ACTIVE","20140825","20221128","20221128","","ORDER MATCHING SERVICE AT PRE-DEFINED PRICE LEVELS"
"CLAU","CLAU","OPRT","CLSA AUSTRALIA - DARK","CLSA AUSTRALIA PTY LTD","213800B9W4D1EISCLP26","NSPD","","AU","SYDNEY","WWW.CLSA.COM","ACTIVE","20150727","20150727","","","DARK POOL."
"CLHK","CLHK","OPRT","CLSA HONG KONG - DARK","","213800OZSOO4CYFYIW32","NSPD","","HK","HONG KONG","WWW.CLSA.COM","ACTIVE","20150727","20150727","","","DARK POOL."
"CLJP","CLJP","OPRT","CLSA JAPAN - DARK","","353800X5IPPFD6V3IM19","NSPD","","JP","TOKYO","WWW.CLSA.COM","ACTIVE","20150727","20150727","","","DARK POOL."
"CLMX","CLMX","OPRT","CLIMEX","","","NSPD","","NL","UTRECHT","WWW.CLIMEX.COM","ACTIVE","20090727","20090727","","","MARKET FOR TRADING AND AUCTIONING ENVIRONMENTAL COMMODITIES AND ENERGY CONTRACTS"
"CLPH","CLPH","OPRT","CLSA PHILIPPINES - DARK","","2138009SZ4USUGP1IM38","NSPD","","PH","MANILA","WWW.CLSA.COM","ACTIVE","20150727","20150727","","","DARK POOL."
"CMEC","CMEE","SGMT","CME CLEARING EUROPE","CME CLEARING EUROPE LIMITED","6SI7IOVECKBHVYBTB459","NSPD","CME","GB","LONDON","WWW.CMECLEARINGEUROPE.COM","EXPIRED","20111226","20220926","20220926","20220926","EUROPEAN CLEARING HOUSE"
"CMEE","CMEE","OPRT","CME  EUROPE","CME CLEARING EUROPE LIMITED","6SI7IOVECKBHVYBTB459","NSPD","CME","GB","LONDON","WWW.CMEGROUP.COM","EXPIRED","20130128","20220926","20220926","20220926",""
"CMET","CMET","OPRT","CLEAR MARKETS JAPAN, INC.","","549300M58KHF8C3XX029","NSPD","CM ETP","JP","TOKYO","WWW.CLEAR-MARKETS.COM","ACTIVE","20141222","20141222","","","CLEAR MARKETS JAPAN, INC. OFFERS ELECTRONIC TRADING SERVICES FOR BOTH CLEARED AND NON-CLEARED SWAPS IN JAPAN."
"CMMT","CMMT","OPRT","CLEAR MARKETS EUROPE LIMITED","","","NSPD","CM MTF","GB","LONDON","WWW.CLEAR-MARKETS.COM","ACTIVE","20141222","20141222","","","MTF REGISTERED SWAP EXECUTION FACILITY"
"CMSF","CMSF","OPRT","CLEAR MARKETS NORTH AMERICA, INC.","","549300DEFONS2ZLZSD17","NSPD","CM SEF","US","CHARLOTTE","WWW.CLEAR-MARKETS.COM","ACTIVE","20140728","20140728","","","CFTC REGISTERED SWAP EXECUTION FACILITY"
"COAL","COAL","OPRT","LA COTE ALPHA","","","NSPD","","FR","PARIS","WWW.COTE-ALPHA.FR","ACTIVE","20110926","20110926","","","SOURCE OF PRICES FOR INVESTMENT FUNDS."
"COMG","COMG","OPRT","COMMERG LTD.","","315700KTHVWPD78RED38","NSPD","","MT","SLIEMA","WWW.COMMERG.COM","ACTIVE","20180326","20180326","","","ELECTRONIC TRADING PLATFORM FOR ENERGY TRACKING CERTIFICATES."
"COTC","COTC","OPRT","BMO CAPITAL MARKETS - CAD OTC TRADES","","L64HM9LHPDOS1B9HJC68","NSPD","","CA","TORONTO","WWW.BMOCM.COM","ACTIVE","20130923","20130923","","","OVER THE COUNTER TRADING OF CAD EQUITY."
"CRED","CRED","OPRT","CREDIT SUISSE (US)","","EXD7DEVFDH4HOFFQ7349","NSPD","","US","NEW YORK","WWW.CREDIT-SUISSE.COM","ACTIVE","20120827","20120827","","",""
"CAES","CRED","SGMT","CREDIT SUISSE AES CROSSFINDER","","","ATSS","","US","NEW YORK","WWW.CREDIT-SUISSE.COM","ACTIVE","20090928","20090928","","","REGISTERED ATS"
"CRYD","CRYD","OPRT","CRYEX - FX AND DIGITAL CURRENCIES","","","NSPD","","SE","STOCKHOLM","WWW.CRYEX.COM","ACTIVE","20150622","20150622","","",""
"CRYP","CRYP","OPRT","CRYPTO FACILITIES","","","NSPD","CF","GB","LONDON","WWW.CRYPTOFACILITIES.CO.UK","ACTIVE","20160627","20160627","","","DIGITAL ASSETS TRADING PLATFORM."
"CRYX","CRYX","OPRT","CRYEX","","","NSPD","","SE","STOCKHOLM","WWW.CRYEX.COM","ACTIVE","20150622","20150622","","",""
"CSSX","CSSX","OPRT","CHINA STAINLESS STEEL EXCHANGE","","","NSPD","","CN","WUXI","WWW.EXBXG.COM","ACTIVE","20120227","20120227","","",""
"DASI","DASI","OPRT","DANSKE BANK A/S","DANSKE BANK A/S","MAES062Z21O4RZ2U7M96","SINT","","DK","COPENHAGEN","WWW.DANSKEBANK.DK","ACTIVE","20170327","20230123","20230123","","SYSTEMATIC INTERNALISER."
"DBHK","DBHK","OPRT","DEUTSCHE BANK HONG KONG ATS","",,"ATSS","","HK","HONG KONG","WWW.DB.COM/HONGKONG/","ACTIVE","20100927","20100927","","","ALTERNATIVE TRADING SYSTEM FOR TRADING ASIAN EXCHANGE TRADED EQUITY PRODUCTS."
"AUTO","DBOX","SGMT","AUTOBAHN FX","","213800QILIUD4ROSUO03","NSPD","","DE","FRANKFURT","WWW.AUTOBAHNFX.DB.COM","ACTIVE","20121022","20121022","","","DEUTSCHE BANK'S ELECTRONIC PLATFORM FOR TRADING FOREIGN EXCHANGE AND PRECIOUS METALS."
"DBOX","DBOX","OPRT","DEUTSCHE BANK OFF EXCHANGE TRADING","","","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BANK.DE","ACTIVE","20100222","20100222","","","DEUTSCHE BANK AG ELECTRONIC OFF EXCHANGE TRADING PLATFORM."
"DBSX","DBSX","OPRT","DEUTSCHE BANK SUPER X","","","ATSS","","US","NEW YORK","WWW.DB.COM","EXPIRED","20110425","20211025","20211025","20211025","REGISTERED ATS FOR EQUITIES. THIS MIC CODE  IS A GLOBAL PRODUCT WITH HAVING A PRESENCE IN US (NEW YORK), UK (LONDON) AND APAC (HONG KONG)."
"DCSX","DCSX","OPRT","DUTCH CARIBBEAN SECURITIES EXCHANGE","","","NSPD","DCSX","CW","WILLEMSTAD","WWW.DCSX.AN","ACTIVE","20120123","20120123","","","INTERNATIONAL EXCHANGE FOR THE LISTING AND TRADING IN DOMESTIC- AND INTERNATIONAL SECURITIES."
"DEAL","DEAL","OPRT","DCX (DERIVATIVES CURRENCY EXCHANGE)","","5493008Z45O1D9LXQL61","NSPD","DCX","US","NEW YORK","WWW.FXCMPRO.COM/DCX","ACTIVE","20120227","20120227","","","MULTI-BANK ELECTRONIC TRADING PLATFORM FOR FX OPTIONS"
"DGCX","DGCX","OPRT","DUBAI GOLD & COMMODITIES EXCHANGE DMCC","","","NSPD","DGCX","AE","DUBAI","WWW.DGCX.AE","ACTIVE","20051226","20051226","","",""
"DKTC","DKTC","OPRT","DANSK OTC","","549300Z110UB200D5O13","NSPD","","DK","HORSENS","WWW.DANSKOTC.DK","ACTIVE","20070924","20070924","","",""
"DOTS","DOTS","OPRT","SWISS DOTS BY CATS","","529900TW3YXY9C6T1G09","NSPD","DOTS","CH","ZURICH","WWW.BS-CATS.COM","ACTIVE","20131028","20150223","","","OTC DERIVATIVES AVAILABLE TO THE SWISS MARKET USING THE CATS PLATFORM IN ASSOCIATION WITH SWISSQUOTE BANK. THE OWNER OF CATS HAS CHANGED FROM CITIGROUP TO BOERSE STUTTGART."
"DSMD","DSMD","OPRT","QATAR EXCHANGE","","","NSPD","DSM","QA","DOHA","WWW.QATAREXCHANGE.QA","ACTIVE","20091123","20091123","","","DOHA SECURITIES MARKET CHANGED TO QATAR EXCHANGE."
"DUMX","DUMX","OPRT","DUBAI MERCANTILE EXCHANGE","","","NSPD","","AE","DUBAI","WWW.DUBAIMERC.COM","ACTIVE","20070723","20070723","","",""
"ECAG","ECAG","OPRT","EUREX CLEARING AG","","529900LN3S50JPU47S06","NSPD","","DE","FRANKFURT","WWW.EUREXCLEARING.COM","ACTIVE","20051128","20161128","","",""
"ECGS","ECAG","SGMT","EUREX CLEARING AG - SME","","529900LN3S50JPU47S06","NSPD","","DE","FRANKFURT","WWW.EUREXCLEARING.COM/CLEARING-EN/","ACTIVE","20200323","20200323","","",""
"ECAL","ECAL","OPRT","EUREX CLEARING ASIA PTE. LTD.","","529900J4G0RLU6XER150","NSPD","","SG","SINGAPORE","WWW.EUREXCHANGE.COM/EXCHANGE-EN/ABOUT-US/EUREXASIA","ACTIVE","20150727","20150727","","","APPROVED CLEARING HOUSE UNDER MONETARY AUTHORITY OF SINGAPORE (MAS) REGULATION."
"ECXE","ECXE","OPRT","EUROPEAN CLIMATE EXCHANGE","","","NSPD","","NL","AMSTERDAM","WWW.ECX.EU","EXPIRED","20080922","20131223","","20131223","MARKET IS CLOSED."
"EEAL","EEAL","OPRT","EUREX EXCHANGE ASIA PTE. LTD.","","529900J4G0RLU6XER150","NSPD","","SG","SINGAPORE","WWW.EUREXCHANGE.COM/EXCHANGE-EN/ABOUT-US/EUREXASIA","ACTIVE","20150727","20150727","","","REGISTERED MARKET FOR FUTURES AND OPTIONS."
"EESE","EESE","OPRT","EAST EUROPEAN STOCK EXCHANGE","","","NSPD","","UA","KIEV","WWW.EESE.COM.UA","ACTIVE","20100524","20100524","","",""
"EFTP","EFTP","OPRT","ENERGIEFINANZ TRADING PLATFORM","","529900B12PPF8G375925","NSPD","HPF","DE","SCHWERIN","WWW.ENERGIEFINANZ.EU","EXPIRED","20130422","20140428","","20140428","THIS MARKET IS CLOSED"
"EGMT","EGMT","OPRT","EG MARKET TECHNOLOGIES","","549300EL4DC98EM5WP25","NSPD","","US","NEW YORK","WWW.EGLP.COM","ACTIVE","20161128","20161128","","","REGISTERED MARKET MAKER FOR EQUITIES."
"EGSI","EGSI","OPRT","ERSTE GROUP BANK AG","ERSTE GROUP BANK AG","PQOH26KWDF7CG10L6792","SINT",,"AT","VIENNA","WWW.ERSTEGROUP.COM","ACTIVE","20170123","20230828","20230828","","SYSTEMATIC INTERNALISER."
"EMBX","EMBX","OPRT","EMERGING MARKETS BOND EXCHANGE LIMITED","","2138006KYCF5814BKL25","NSPD","EMBX","GB","LONDON","WWW.EMBONDS.COM","ACTIVE","20161024","20161024","","","ELECTRONIC TRADING PLATFORM FOR EMERGING MARKET FIXED INCOME BOND."
"EMIB","EMID","SGMT","E-MID - BANCA D'ITALIA SHARES TRADING MARKET","E-MID SOCIETA DI INTERMEDIAZIONE MOBILIARE S.P.A","8156005A730609F68C89","NSPD",,"IT","MILAN","WWW.E-MID.IT","EXPIRED","20161024","20230626","","20230626","MARKET FOR THE NATIONAL CENTRAL BANK (BANCA D'ITALIA) SHARES."
"EMID","EMID","OPRT","E-MID","E-MID SOCIETA DI INTERMEDIAZIONE MOBILIARE S.P.A","8156005A730609F68C89","NSPD","","IT","MILAN","WWW.E-MID.IT","EXPIRED","20100524","20230626","","20230626","MARKET FOR INTERBANK DEPOSITS IN EUROPE."
"EMIR","EMID","SGMT","E-MID REPO","E-MID SOCIETA DI INTERMEDIAZIONE MOBILIARE S.P.A","8156005A730609F68C89","NSPD",,"IT","MILAN","WWW.E-MID.IT","EXPIRED","20111128","20230626","","20230626","ELECTRONIC TRADING PLATFORM FOR REPO TRADES."
"EMDR","EMID","SGMT","E-MID - E-MIDER MARKET","E-MID SOCIETA DI INTERMEDIAZIONE MOBILIARE S.P.A","8156005A730609F68C89","NSPD",,"IT","MILAN","WWW.E-MID.IT","EXPIRED","20080623","20230626","","20230626","MARKET FOR THE TRADING OF MULTI-CURRENCY DERIVATIVE FINANCIAL INSTRUMENTS"
"ENCL","ENCL","OPRT","ENCLEAR","","","NSPD","ENC","GB","LONDON","WWW.LCHCLEARNET.COM","ACTIVE","20131028","20131028","","","LCH.CLEARNET ENCLEAR PROVIDES AN OTC CLEARING SERVICE FOR VARIOUS COMMODITY PRODUCTS INCLUDING FREIGHT, CONTAINERS, EMISSIONS, IRON ORE, FERTILISER & COAL."
"EOTC","EOTC","OPRT","E-OTC","","","NSPD","","HK","HONG KONG","WWW.CONNECTED-MARKETS.COM","ACTIVE","20100222","20100222","","","INTERNET-BASED BULLETIN BOARD FOR POSTING INDICATIONS OF INTEREST IN BUYING AND SELLING OTC DERIVATIVES, PRIMARILY FOCUSED ON CREDIT DEFAULT SWAPS."
"EPEX","EPEX","OPRT","EPEX SPOT SE","","","NSPD","","FR","PARIS","WWW.EPEXSPOT.COM","ACTIVE","20090928","20090928","","","EUROPEAN POWER EXCHANGE (DAY AHEAD AND INTRADAY MARKETS FOR ELECTRICITY IN CENTRAL EUROPE)."
"ETSC","ETSC","OPRT","ETS EURASIAN TRADING SYSTEM COMMODITY EXCHANGE","","","NSPD","","KZ","ALMATY","WWW.ETS.KZ/EN/","ACTIVE","20100726","20100726","","","THE REGIONAL FINANCIAL CENTRE OF ALMATY CITY (RFCA) AND OJSC ""RUSSIAN TRADING SYSTEM"" STOCK EXCHANGE HAVE SET UP A COMMODITY EXCHANGE, JSC ""EURASIAN TRADING SYSTEM"" HEADQUARTERED IN ALMATY, KAZAKHSTAN."
"EXOR","EXEU","SGMT","EXANE BNP PARIBAS - CHILD ORDER CROSSING","EXANE","969500UP76J52A9OXU27","NSPD","","GB","LONDON","WWW.EXANE.COM","ACTIVE","20150727","20150824","","","SMART ORDER ROUTING CROSSING MECHANISM OPERATED BY EXANE BNP PARIBAS."
"EXVP","EXEU","SGMT","EXANE BNP PARIBAS - VOLUME PROFILE CROSSING","EXANE","969500UP76J52A9OXU27","NSPD","","GB","LONDON","WWW.EXANE.COM","ACTIVE","20150727","20150727","","","CROSSING MECHANISM OPERATED BY EXANE BNP PARIBAS WHERE A BUY AND A SELL ORDER HAVE OPPOSITE VOLUME PROFILES FOR AN INTERVAL OF TIME."
"EXMP","EXEU","SGMT","EXANE BNP PARIBAS - MID POINT","EXANE","969500UP76J52A9OXU27","NSPD","EXANE BNP PARIBAS","GB","LONDON","WWW.EXANE.COM","ACTIVE","20150727","20150727","","","EUROPEAN MID-POINT CROSSING NETWORK OPERATED BY EXANE BNP PARIBAS."
"EXLP","EXEU","SGMT","EXANE BNP PARIBAS - LIQUIDITY PROVISION","EXANE","213800SH9MTNZQJKP526","NSPD","EXLP","GB","LONDON","WWW.EXANE.COM","ACTIVE","20160926","20160926","","",""
"EXEU","EXEU","OPRT","EXANE BNP PARIBAS","","213800SH9MTNZQJKP526","NSPD","EXEU","GB","LONDON","WWW.EXANE.COM","ACTIVE","20150727","20150727","","","OPERATING MIC COVERING THE CROSSING MECHANISMS OPERATED BY EXANE BNP PARIBAS."
"EXCP","EXEU","SGMT","EXANE BNP PARIBAS - CLOSING PRICE","","213800SH9MTNZQJKP526","NSPD","","GB","LONDON","WWW.EXANE.COM","ACTIVE","20150727","20150727","","","EXCP IS THE IDENTIFIER TO BE USED FOR CLIENT EXECUTIONS EXECUTED UNDER EXANE'S CLOSING PRICE MECHANISM."
"EXBO","EXEU","SGMT","EXANE BNP PARIBAS - BID-OFFER CROSSING","","213800SH9MTNZQJKP526","NSPD","","GB","LONDON","WWW.EXANE.COM","ACTIVE","20150727","20150727","","","BID-OFFER CROSSING NETWORK TO BE OPERATED BY EXANE BNP PARIBAS."
"EXDC","EXEU","SGMT","EXANE BNP PARIBAS - DIRECT CAPITAL ACCESS","","213800SH9MTNZQJKP526","NSPD","EXDC","GB","LONDON","WWW.EXANE.COM","ACTIVE","20160926","20160926","","",""
"EXGM","XMIL","SGMT","EURONEXT GROWTH MILAN","BORSA ITALIANA S.P.A.","8156005391EE905D3124","MLTF","EGM","IT","MILAN","WWW.BORSAITALIANA.IT","ACTIVE","20211025","20230327","20230327","","MULTILATERAL TRADING FACILITY DEDICATED TO DYNAMIC AND COMPETITIVE SMES, WHICH ARE LOOKING FOR CAPITAL TO FINANCE THEIR GROWTH."
"XEDA","EXTR","SGMT","ELECTRICITY DAY-AHEAD MARKET","","","NSPD","EXIST","TR","ISTANBUL","WWW.EPIAS.COM.TR","ACTIVE","20160523","20221024","20221024","","ELECTRICITY DAY-AHEAD MARKET"
"XEID","EXTR","SGMT","ELECTRICITY INTRA-DAY MARKET","","","NSPD","EXIST","TR","ISTANBUL","WWW.EPIAS.COM.TR","ACTIVE","20160523","20221024","20221024","","ELECTRICITY INTRA-DAY MARKET"
"EXTR","EXTR","OPRT","ENERGY EXCHANGE ISTANBUL","","","NSPD","EXIST","TR","ISTANBUL","WWW.EPIAS.COM.TR","ACTIVE","20160523","20221024","20221024","","LICENSED ENERGY MARKET OPERATOR FOR DAY AHEAD/INTRADAY ELECTRICITY MARKETS AND ESTABLISHMENT OF NATURAL GAS MARKET."
"FAIR","FAIR","OPRT","CANTOR SPREADFAIR","","","NSPD","","GB","LONDON","WWW.SPREADFAIR.COM","ACTIVE","20070924","20070924","","",""
"FGEX","FGEX","OPRT","KAASUPORSSI - FINNISH GAS EXCHANGE","","","NSPD","","FI","ESPOO","WWW.KAASUPORSSI.COM","ACTIVE","20150928","20150928","","","THE FINNISH GAS EXCHANGE"
"XADF","FINR","SGMT","FINRA ALTERNATIVE DISPLAY FACILITY (ADF)","","254900F5GTSJJHGE9287","NSPD","","US","WASHINGTON/NEW YORK","WWW.FINRA.ORG","ACTIVE","20130128","20130422","","","THE ALTERNATIVE DISPLAY FACILITY (ADF) IS AN SRO DISPLAY ONLY FACILITY THAT IS OPERATED BY FINRA."
"FINC","FINR","SGMT","FINRA/NASDAQ TRF CHICAGO (TRADE REPORTING FACILITY)","","254900F5GTSJJHGE9287","TRFS","","US","NEW YORK","WWW.FINRA.ORG","ACTIVE","20180723","20180723","","",""
"FINO","FINR","SGMT","FINRA ORF (TRADE REPORTING FACILITY)","","","TRFS","","US","WASHINGTON","WWW.FINRA.ORG","ACTIVE","20100726","20100726","","","OTC REPORTING FACILITY."
"FINR","FINR","OPRT","FINRA","","","NSPD","","US","WASHINGTON","WWW.FINRA.ORG/INDUSTRY/COMPLIANCE/MARKETTRANSPARENCY/ADF/","ACTIVE","20130128","20130128","","",""
"FINY","FINR","SGMT","FINRA/NYSE TRF (TRADE REPORTING FACILITY)","","","TRFS","","US","WASHINGTON","WWW.FINRA.ORG/INDUSTRY/COMPLIANCE/MARKETTRANSPARENCY/TRF/PARTICIPANTS/","ACTIVE","20100726","20100726","","","FINRA HAS TWO TRF PARTICIPANTS, NYSE AND NASDAQ."
"OOTC","FINR","SGMT","OTHER OTC","","","NSPD","","US","WASHINGTON","WWW.OTCBB.COM","ACTIVE","20120827","20130422","","","OTC SECURITY THAT IS NOT QUOTED ON THE NNQS (PREVIOUSLY OTCBB) BUT IS ELIGIBLE FOR TRADE REPORTING TO THE TRADE REPORTING FACILITY, IS CATEGORIZED AS ""OTHER-OTC""."
"FISH","FISH","OPRT","FISH POOL ASA","","213800EH1XXWX1VYBV42","RMKT","","NO","BERGEN","WWW.FISHPOOL.EU","ACTIVE","20070625","20070625","","",""
"FLTB","FLWX","SGMT","FLOW TRADERS B.V.  BONDS","","549300CLJI9XDH12XV51","SINT","","NL","AMSTERDAM","WWW.FLOWTRADERS.COM","ACTIVE","20200323","20200323","","","SYSTEMATIC INTERNALISER.RESERVED FOR FUTURE USE."
"FMTS","FMTS","OPRT","MTS FRANCE SAS","","","NSPD","","FR","PARIS","WWW.MTSFRANCE.COM","ACTIVE","20051128","20051128","","",""
"FRRF","FRRF","OPRT","FONDS DES RENTES / RENTENFONDS","","CGYP50QBGGR6NCHTSN68","NSPD","","BE","BRUSSELS","WWW.BNB.BE/RK/FONDS.HTM","EXPIRED","20051024","20120625","","20120625",""
"FSEF","FSEF","OPRT","FTSEF LLC","","549300T7HPK1QMFMAZ57","NSPD","","US","GREAT NECK","WWW.FTSEF.COM","ACTIVE","20161128","20161128","","","SWAP EXECUTION FACILITY (SEF)."
"FSHX","FSHX","OPRT","FISHEX","","","NSPD","","NO","TROMSO","WWW.FISHEX.NO","ACTIVE","20070924","20070924","","",""
"FXAL","FXAL","OPRT","FXALL","","","NSPD","","US","NEW YORK","WWW.FXALL.COM","ACTIVE","20090223","20090223","","",""
"FXCM","FXCM","OPRT","FXCM","","5493008Z45O1D9LXQL61","NSPD","","US","NEW YORK","WWW.FXCM.COM","ACTIVE","20110822","20110822","","","REGISTERED & REGULATED MARKET FOR OTC FOREIGN EXCHANGE OPTIONS TRADING. MARKET FOR SPOT FX AND OPTIONS."
"G1XX","G1XX","OPRT","G1 EXECUTION SERVICES","","549300MVXLJMF1VIX094","NSPD","","US","CHICAGO","WWW.G1X.COM","ACTIVE","20140922","20140922","","","WHOLESALE MARKET MAKER IN NMS AND OTC EQUITY SECURITIES"
"GEMX","GEMX","OPRT","GEMMA (GILT EDGED MARKET MAKERS’ASSOCIATION)","","2138005EBVB91BX92G08","NSPD","GEMMA","GB","LONDON","","ACTIVE","20050627","20050627","","",""
"GETB","GETB","OPRT","LITHUANIAN NATURAL GAS EXCHANGE","","","NSPD","GET BALTIC","LT","VILNIUS","WWW.GETBALTIC.LT","ACTIVE","20141124","20141124","","","LITHUANIAN NATURAL GAS EXCHANGE FOR PHYSICAL DELIVERY PRODUCTS TRADING."
"GFIA","GFIA","OPRT","GFI AUCTIONMATCH","","","NSPD","","GB","LONDON","WWW.GFIGROUP.COM","EXPIRED","20111024","20140428","","20140428","MTF NO LONGER IN USE"
"XGFI","GFIC","SGMT","GFI BASISMATCH","GFI SECURITIES LIMITED","GUNTJCA81C7IHNBGI392","NSPD","","GB","LONDON","WWW.GFIGROUP.COM","EXPIRED","20080922","20140428","","20140428","MTF NO LONGER IN USE"
"GFIM","GFIC","SGMT","GFI MARKETMATCH","GFI SECURITIES LIMITED","GUNTJCA81C7IHNBGI392","NSPD","","GB","LONDON","WWW.GFIGROUP.COM","EXPIRED","20081222","20140428","","20140428","MTF NO LONGER IN USE"
"GLLC","GLLC","OPRT","GATE US LLC","","","NSPD","","US","NEW YORK","WWW.GATEUS.COM","ACTIVE","20100726","20100726","","","ALTERNATIVE TRADING SYSTEM."
"GLPS","GLPS","OPRT","ESSEX RADEZ, LLC","","","NSPD","GLPS","US","CHICAGO","WWW.ESSEXRADEZ.COM","ACTIVE","20140922","20140922","","","ELECTRONIC TRADING SYSTEM"
"GLPX","GLPX","OPRT","ACS EXECUTION SERVICES, LLC","","549300P4LUW0YCECUJ68","NSPD","GLPX","US","RED BANK","","ACTIVE","20160328","20160328","","","EXECUTION SERVICES"
"XGDX","GMEG","SGMT","GLOBAL DERIVATIVES EXCHANGE","","","NSPD","GDX","GB","LONDON","WWW.GMEX-GROUP.COM","ACTIVE","20130624","20130624","","","EXCHANGE FOR DERIVATIVES"
"XLDX","GMEG","SGMT","LONDON DERIVATIVES EXCHANGE","","","NSPD","LDX","GB","LONDON","WWW.GMEX-GROUP.COM","ACTIVE","20130624","20130624","","","MTF FOR DERIVATIVES"
"XGCX","GMEG","SGMT","GLOBAL COMMODITIES EXCHANGE","","","NSPD","GCX","GB","LONDON","WWW.GMEX-GROUP.COM","ACTIVE","20130624","20130624","","","EXCHANGE FOR CASH SETTLED COMMODITIES"
"GMEG","GMEG","OPRT","GMEX EXCHANGE","","","NSPD","GMEX","GB","LONDON","WWW.GMEX-GROUP.COM","ACTIVE","20130624","20160523","","","MTF FOR DERIVATIVES AND SECURITIES"
"XGSX","GMEG","SGMT","GLOBAL SECURITIES EXCHANGE","","98450080L1F7936CFU76","NSPD","GSX","GB","LONDON","WWW.GMEX-GROUP.COM","ACTIVE","20130624","20130624","","","EXCHANGE FOR SECURITIES"
"GMEX","GMEX","OPRT","GREENMARKET EXCHANGE","","391200Z7ZWISADXEGZ47","NSPD","","DE","MUENCHEN","WWW.GREENMARKET-EXCHANGE.COM","EXPIRED","20110627","20150622","","20150622","TRADING CEASED AS OF 29TH JUNE 2012. MARKET WILL NOT BE REACTIVATED."
"GMTF","GMTF","OPRT","GALAXY","","969500IBIWHZQQ9BB280","NSPD","","FR","PARIS","WWW.TRADINGSCREEN.COM","ACTIVE","20110425","20110425","","","MULTILATERAL TRADING FACILITY FOR EURO DENOMINATED GOVERNMENT AND CORPORATE BONDS."
"GOVX","GOVX","OPRT","GOVEX","","","NSPD","GOVEX","US","BOSTON","WWW.GOVEX.COM","ACTIVE","20120326","20120326","","","TRADING PLATFORM FOR US TREASURY SECURITIES - OPERATED BY STATE STREET"
"GREE","GREE","OPRT","THE GREEN EXCHANGE","","","NSPD","","US","CHICAGO","WWW.NYMEX.GREENFUTURES.COM/","ACTIVE","20090928","20090928","","","ELECTRONIC TRADING PLATFORM FOR VARIOUS ENVIRONMENTAL CONTRACTS."
"GRSE","GRSE","OPRT","THE GREEN STOCK EXCHANGE - ACB IMPACT MARKETS","","","NSPD","GSE","GB","LONDON","WWW.ACBIMPACTMARKETS.COM","ACTIVE","20140728","20140728","","","MARKETPLACE FOR SUSTAINABLE SECURITIES (SECURITIES, BONDS, COMMODITIES)"
"GSCI","GSCI","OPRT","THE GUYANA ASSOCIATION OF SECURITIES COMPANIES AND INTERMEDIARIES INC.","","","NSPD","","GY","GEORGETOWN","WWW.GASCI.COM","ACTIVE","20101227","20101227","","","THIS COMPANY IS THE LOCAL STOCK EXCHANGE THAT ORGANISES AND SUPERVISES THE STOCK MARKET IN GUYANA."
